name,position,college,draft_year,ras,metrics_used,forty,vertical,broad_jump,shuttle,cone,bench,ht_inches,wt_lbs,pfr_id,source
Dan O'Leary,TE,Notre Dame,2001,4.15,8,5.02,32.0,113.0,4.31,7.4,16.0,76.0,252.0,OLeaDa20,nflverse-combine-derived
Jesse Palmer,QB,Florida,2001,5.39,7,4.78,35.5,112.0,4.29,7.13,,74.0,231.0,PalmJe00,nflverse-combine-derived
Nate Poole,WR,Marshall,2001,3.84,7,4.79,32.5,112.0,4.22,7.26,,73.0,198.0,PoolNa01,nflverse-combine-derived
Ryan Prince,TE,Weber State,2001,3.57,8,4.99,31.0,102.0,4.45,7.65,20.0,76.0,257.0,PrinRy20,nflverse-combine-derived
Ken-Yon Rambo,WR,Ohio State,2001,6.31,3,4.34,,,,,,73.0,196.0,RambKe00,nflverse-combine-derived
David Rivers,QB,West. Carolina,2001,5.21,7,4.73,31.5,115.0,4.2,7.37,,75.0,223.0,RiveDa00,nflverse-combine-derived
Marcellus Rivers,TE,Oklahoma State,2001,4.48,8,4.84,32.5,113.0,4.25,7.04,7.0,76.0,247.0,RiveMa00,nflverse-combine-derived
Mike Roberg,TE,Idaho,2001,4.92,8,4.75,34.5,117.0,4.4,7.28,16.0,76.0,256.0,RobeMi00,nflverse-combine-derived
Koren Robinson,WR,North Carolina State,2001,5.41,3,4.61,,,,,,73.0,211.0,RobiKo00,nflverse-combine-derived
Sage Rosenfels,QB,Iowa State,2001,5.48,7,4.74,34.0,107.0,4.29,7.07,,76.0,228.0,RoseSa00,nflverse-combine-derived
Marcel Shipp,RB,Massachusetts,2001,4.74,6,4.71,32.5,115.0,,,18.0,71.0,222.0,ShipMa00,nflverse-combine-derived
Steve Smith,WR,Utah,2001,4.57,7,4.41,38.5,121.0,4.25,7.44,,69.0,184.0,SmitSt01,nflverse-combine-derived
Russell Stewart,TE,Stanford,2001,3.83,8,4.92,28.5,106.0,4.3,7.46,17.0,76.0,251.0,,nflverse-combine-derived
Tony Stewart,TE,Penn State,2001,4.57,7,4.96,35.5,109.0,4.4,7.3,,77.0,256.0,StewTo00,nflverse-combine-derived
Vinny Sutherland,WR,Purdue,2001,4.42,3,4.48,,,,,,69.0,192.0,SuthVi00,nflverse-combine-derived
Chris Taylor,WR,Texas A&M,2001,5.45,7,4.4,35.5,115.0,3.93,6.81,,71.0,183.0,TaylCh04,nflverse-combine-derived
David Terrell,WR,Michigan,2001,6.93,3,4.43,,,,,,75.0,213.0,TerrDa00,nflverse-combine-derived
Anthony Thomas,RB,Michigan,2001,5.3,8,4.58,32.5,115.0,4.44,7.48,20.0,74.0,229.0,ThomAn01,nflverse-combine-derived
LaDainian Tomlinson,RB,TCU,2001,6.38,8,4.46,40.5,124.0,4.21,6.84,18.0,70.0,221.0,TomlLa00,nflverse-combine-derived
Ja'Mar Toombs,RB,Texas A&M,2001,6.45,4,4.72,,,,,17.0,72.0,281.0,,nflverse-combine-derived
Marques Tuiasosopo,QB,Washington,2001,5.0,7,4.71,35.5,115.0,4.35,7.36,,73.0,223.0,TuiaMa00,nflverse-combine-derived
Michael Vick,QB,Virginia Tech,2001,4.96,3,4.33,,,,,,72.0,210.0,VickMi00,nflverse-combine-derived
Reggie Wayne,WR,Miami (FL),2001,5.54,3,4.45,,,,,,72.0,198.0,WaynRe00,nflverse-combine-derived
Chris Weinke,QB,Florida State,2001,4.06,3,5.2,,,,,,76.0,226.0,WeinCh00,nflverse-combine-derived
Reggie White,RB,Oklahoma State,2001,5.32,8,4.58,37.5,114.0,4.4,7.48,17.0,72.0,228.0,WhitRe20,nflverse-combine-derived
Boo Williams,TE,Arkansas,2001,5.29,7,4.72,35.5,119.0,4.33,7.1,,76.0,237.0,WillBo00,nflverse-combine-derived
Marcus Williams,WR,Washington State,2001,6.44,7,4.56,41.0,130.0,4.2,7.37,,77.0,230.0,WillMa21,nflverse-combine-derived
Cedrick Wilson,WR,Tennessee,2001,4.76,5,4.48,38.0,123.0,,,,70.0,179.0,WilsCe00,nflverse-combine-derived
Jonathan Adams,RB,Arkansas State,2002,5.71,8,4.58,36.5,120.0,4.31,6.97,15.0,72.0,219.0,,nflverse-combine-derived
Jeremy Allen,RB,Iowa,2002,6.04,8,4.59,38.0,126.0,4.49,7.06,17.0,72.0,241.0,,nflverse-combine-derived
Brian Allen,RB,Stanford,2002,5.37,8,4.46,33.0,112.0,4.08,6.9,19.0,69.0,209.0,AlleBr20,nflverse-combine-derived
Damien Anderson,RB,Northwestern,2002,5.78,8,4.56,33.5,112.0,4.02,6.93,27.0,70.0,211.0,AndeDa00,nflverse-combine-derived
Mark Anelli,TE,Wisconsin,2002,4.58,4,4.8,,,,,18.0,76.0,262.0,AnelMa20,nflverse-combine-derived
Chris Baker,TE,Michigan State,2002,4.79,7,4.81,35.0,112.0,,6.95,18.0,75.0,258.0,BakeCh00,nflverse-combine-derived
Mike Banks,TE,Iowa State,2002,3.55,5,4.84,31.5,104.0,,,,76.0,260.0,BankMi20,nflverse-combine-derived
Will Bartholomew,RB,Tennessee,2002,7.07,8,4.68,38.0,119.0,4.09,6.85,35.0,72.0,246.0,,nflverse-combine-derived
Jarrod Baxter,RB,New Mexico,2002,5.83,8,4.7,32.5,116.0,4.27,7.1,23.0,73.0,245.0,BaxtJa00,nflverse-combine-derived
Atrews Bell,WR,Florida State,2002,5.6,3,4.52,,,,,,71.0,218.0,,nflverse-combine-derived
Ladell Betts,RB,Iowa,2002,5.98,8,4.62,38.0,116.0,4.06,7.06,23.0,70.0,220.0,BettLa00,nflverse-combine-derived
Dwayne Blakley,TE,Missouri,2002,4.54,8,4.96,32.5,107.0,4.29,7.33,21.0,77.0,256.0,BlakDw00,nflverse-combine-derived
Deion Branch,WR,Louisville,2002,5.61,7,4.47,36.0,117.0,3.78,6.71,,69.0,191.0,BranDe00,nflverse-combine-derived
Antonio Bryant,WR,Pittsburgh,2002,4.92,5,4.57,37.0,121.0,,,,73.0,188.0,BryaAn00,nflverse-combine-derived
Joe Burns,RB,Georgia Tech,2002,3.73,6,4.81,31.0,105.0,,,21.0,69.0,213.0,BurnJo00,nflverse-combine-derived
Reche Caldwell,WR,Florida,2002,5.99,7,4.53,41.5,130.0,4.1,7.0,,72.0,194.0,CaldRe00,nflverse-combine-derived
Kelly Campbell,WR,Georgia Tech,2002,3.96,3,4.48,,,,,,70.0,171.0,CampKe00,nflverse-combine-derived
David Carr,QB,Fresno State,2002,5.49,7,4.67,35.0,108.0,4.28,7.05,,75.0,223.0,CarrDa00,nflverse-combine-derived
Demontray Carter,RB,Troy,2002,4.7,8,4.52,33.0,120.0,4.36,7.38,16.0,70.0,191.0,,nflverse-combine-derived
Tim Carter,WR,Auburn,2002,6.64,7,4.32,39.0,126.0,3.93,6.68,,72.0,190.0,CartTi00,nflverse-combine-derived
Rock Cartwright,RB,Kansas State,2002,5.85,8,4.47,35.0,116.0,4.25,7.18,30.0,68.0,237.0,CartRo01,nflverse-combine-derived
Terry Charles,WR,Portland State,2002,5.87,7,4.52,36.5,122.0,4.09,7.02,,75.0,207.0,,nflverse-combine-derived
Eric Crouch,RB,Nebraska,2002,6.2,7,4.47,38.0,112.0,4.02,6.87,,72.0,195.0,,nflverse-combine-derived
Ronald Curry,QB,North Carolina,2002,5.88,7,4.59,35.0,115.0,4.11,7.06,,74.0,220.0,CurrRo01,nflverse-combine-derived
Woody Dantzler,QB,Clemson,2002,3.35,3,4.59,,,,,,70.0,207.0,,nflverse-combine-derived
Najeh Davenport,RB,Miami (FL),2002,7.09,3,4.57,,,,,,73.0,248.0,DaveNa00,nflverse-combine-derived
Rohan Davey,QB,LSU,2002,5.53,3,4.74,,,,,,74.0,245.0,DaveRo01,nflverse-combine-derived
Andre' Davis,WR,Virginia Tech,2002,6.18,7,4.42,39.5,123.0,4.1,6.77,,73.0,194.0,DaviAn01,nflverse-combine-derived
Kori Dickerson,RB,USC,2002,5.67,8,4.75,34.0,116.0,4.51,7.34,22.0,76.0,240.0,DickKo20,nflverse-combine-derived
Brandon Doman,QB,BYU,2002,5.17,7,4.81,32.5,106.0,4.08,6.9,,74.0,210.0,,nflverse-combine-derived
T.J. Duckett,RB,Michigan State,2002,7.34,3,4.45,,,,,,72.0,254.0,DuckT.00,nflverse-combine-derived
Omar Easy,RB,Penn State,2002,6.78,8,4.53,40.0,123.0,4.12,7.25,21.0,73.0,244.0,EasyOm00,nflverse-combine-derived
Antwaan Randle El,WR,Indiana,2002,4.59,3,4.49,,,,,,70.0,191.0,RandAn00,nflverse-combine-derived
R.J. English,WR,Pittsburgh,2002,5.75,7,4.55,37.5,121.0,4.11,7.03,,74.0,211.0,,nflverse-combine-derived
Randy Fasani,QB,Stanford,2002,5.96,7,4.77,31.5,106.0,3.87,6.75,,75.0,224.0,FasaRa00,nflverse-combine-derived
Tony Fisher,RB,Notre Dame,2002,6.79,8,4.66,41.5,126.0,4.13,7.0,21.0,73.0,226.0,FishTo00,nflverse-combine-derived
Little John Flowers,RB,Michigan State,2002,5.23,8,4.72,34.0,110.0,4.08,7.09,19.0,71.0,214.0,,nflverse-combine-derived
Delvon Flowers,RB,Arizona State,2002,4.7,6,4.67,35.5,117.0,,,15.0,71.0,200.0,,nflverse-combine-derived
DeShaun Foster,RB,UCLA,2002,6.24,8,4.57,35.5,119.0,4.16,6.82,20.0,73.0,222.0,FostDe00,nflverse-combine-derived
Jabar Gaffney,WR,Florida,2002,5.75,5,4.56,,,4.06,6.87,,73.0,193.0,GaffJa00,nflverse-combine-derived
Paris Gaines,RB,Fresno State,2002,5.17,4,4.67,,,,,14.0,72.0,228.0,,nflverse-combine-derived
David Garrard,QB,East Carolina,2002,5.05,7,4.82,33.5,111.0,4.26,7.35,,74.0,235.0,GarrDa00,nflverse-combine-derived
David Givens,WR,Notre Dame,2002,6.18,7,4.56,40.5,126.0,4.13,6.82,,72.0,217.0,GiveDa00,nflverse-combine-derived
Lamar Gordon,RB,North Dakota State,2002,5.39,6,4.55,34.0,119.0,,,16.0,73.0,214.0,GordLa00,nflverse-combine-derived
Daniel Graham,TE,Colorado,2002,4.8,5,4.64,36.0,118.0,,,,75.0,248.0,GrahDa00,nflverse-combine-derived
William Green,RB,Boston Col.,2002,6.66,6,4.6,42.0,121.0,,,27.0,72.0,221.0,GreeWi01,nflverse-combine-derived
Joe Hall,RB,Kansas State,2002,4.94,6,4.97,28.0,107.0,,,22.0,74.0,271.0,,nflverse-combine-derived
Ryan Hannam,TE,New Mexico,2002,4.79,8,4.69,30.5,113.0,4.21,7.07,18.0,74.0,251.0,HannRy00,nflverse-combine-derived
Joey Harrington,QB,Oregon,2002,5.3,7,4.89,32.0,112.0,4.21,7.0,,76.0,215.0,HarrJo00,nflverse-combine-derived
Herb Haygood,WR,Michigan State,2002,4.99,7,4.45,33.0,114.0,4.26,6.65,,71.0,193.0,HaygHe20,nflverse-combine-derived
Verron Haynes,RB,Georgia,2002,5.31,8,4.78,31.5,117.0,4.08,7.27,25.0,70.0,224.0,HaynVe00,nflverse-combine-derived
Ennis Haywood,RB,Iowa State,2002,4.92,8,4.76,35.0,112.0,4.14,7.08,12.0,70.0,218.0,,nflverse-combine-derived
Keith Heinrich,TE,SMU,2002,6.08,8,4.77,35.0,120.0,4.1,6.87,21.0,77.0,255.0,HeinKe00,nflverse-combine-derived
Leonard Henry,RB,East Carolina,2002,5.71,8,4.57,35.0,113.0,4.29,7.11,26.0,73.0,206.0,HenrLe20,nflverse-combine-derived
Maurice Hicks,RB,North Carolina A&T,2002,4.55,4,4.64,,,,,19.0,70.0,200.0,HickMa00,nflverse-combine-derived
Kahlil Hill,WR,Iowa,2002,4.91,4,4.65,35.0,,,,,74.0,200.0,HillKa20,nflverse-combine-derived
Dameon Hunter,RB,Utah,2002,4.51,5,4.68,30.5,113.0,,,,71.0,219.0,HuntDa21,nflverse-combine-derived
Javin Hunter,WR,Notre Dame,2002,6.07,7,4.47,41.0,129.0,4.04,6.84,,71.0,186.0,HuntJa00,nflverse-combine-derived
Emmett Johnson,WR,Virginia Tech,2002,5.92,7,4.45,39.0,122.0,4.1,7.15,,74.0,205.0,,nflverse-combine-derived
Kyle Johnson,RB,Syracuse,2002,5.61,8,4.74,34.0,119.0,4.35,7.4,22.0,73.0,242.0,JohnKy00,nflverse-combine-derived
Ron Johnson,WR,Minnesota,2002,5.33,7,4.7,34.5,118.0,4.02,7.12,,74.0,225.0,JohnRo03,nflverse-combine-derived
Doug Jolley,TE,BYU,2002,6.01,8,4.6,38.0,117.0,4.18,6.9,18.0,76.0,251.0,JollDo00,nflverse-combine-derived
Daryl Jones,WR,Miami (FL),2002,4.68,3,4.35,,,,,,69.0,180.0,JoneDa02,nflverse-combine-derived
Terry Jones,TE,Alabama,2002,4.53,8,4.79,33.5,111.0,4.43,7.43,20.0,75.0,265.0,JoneTe00,nflverse-combine-derived
Kurt Kittner,QB,Illinois,2002,3.66,7,4.86,27.0,100.0,4.5,7.34,,74.0,221.0,KittKu00,nflverse-combine-derived
Ashley Lelie,WR,Hawaii,2002,6.07,3,4.49,,,,,,75.0,197.0,LeliAs00,nflverse-combine-derived
Devin Lewis,WR,Southern,2002,5.14,5,4.54,38.5,111.0,,,,74.0,205.0,,nflverse-combine-derived
Aaron Lockett,WR,Kansas State,2002,4.64,7,4.31,35.0,119.0,4.11,6.84,,67.0,155.0,,nflverse-combine-derived
Chris Luzar,TE,Virginia,2002,6.22,8,4.76,32.5,115.0,4.17,6.84,22.0,79.0,270.0,LuzaCh00,nflverse-combine-derived
Jamar Martin,RB,Ohio State,2002,4.71,8,4.89,32.0,108.0,4.34,7.53,23.0,71.0,245.0,MartJa01,nflverse-combine-derived
Lee Mays,WR,Texas-El Paso,2002,4.78,7,4.55,32.5,119.0,4.17,7.08,,73.0,190.0,MaysLe00,nflverse-combine-derived
Jason McAddley,WR,Alabama,2002,5.94,7,4.47,36.5,123.0,4.09,6.83,,73.0,203.0,McAdJa00,nflverse-combine-derived
Eric McCoo,RB,Penn State,2002,4.39,6,4.55,32.5,112.0,,,14.0,70.0,214.0,McCoEr00,nflverse-combine-derived
Josh McCown,QB,SMU,2002,7.08,7,4.59,38.5,120.0,3.9,6.85,,76.0,221.0,McCoJo01,nflverse-combine-derived
Ivory McCoy,TE,Michigan State,2002,5.38,8,4.59,35.0,113.0,4.24,7.3,25.0,76.0,240.0,,nflverse-combine-derived
Randy McMichael,TE,Georgia,2002,3.91,8,4.88,29.5,112.0,4.28,7.58,18.0,75.0,247.0,McMiRa01,nflverse-combine-derived
Dicenzo Miller,RB,Mississippi State,2002,3.67,8,4.93,31.0,107.0,4.39,7.25,8.0,70.0,215.0,,nflverse-combine-derived
Freddie Milons,WR,Alabama,2002,4.61,6,4.51,33.5,117.0,,6.84,,70.0,190.0,,nflverse-combine-derived
Dave Minnich,RB,Washington State,2002,4.64,6,4.66,33.5,117.0,,,12.0,71.0,218.0,,nflverse-combine-derived
Maurice Morris,RB,Oregon,2002,5.81,6,4.53,38.5,119.0,,,23.0,71.0,208.0,MorrMa00,nflverse-combine-derived
Larry Ned,RB,San Diego State,2002,5.32,7,4.62,34.5,120.0,,7.12,15.0,71.0,219.0,NedxLa00,nflverse-combine-derived
David Neill,QB,Nevada,2002,4.07,7,4.95,30.0,108.0,4.44,7.28,,75.0,206.0,,nflverse-combine-derived
Kendall Newson,WR,Middle Tennessee State,2002,4.79,7,4.69,33.5,117.0,4.27,6.87,,74.0,200.0,NewsKe00,nflverse-combine-derived
Josh Norman,TE,Oklahoma,2002,3.93,6,4.65,32.0,115.0,,,18.0,74.0,236.0,NormJo00,nflverse-combine-derived
Donnie O'Neal,WR,Arizona State,2002,5.67,6,4.52,38.0,126.0,,6.9,,73.0,191.0,,nflverse-combine-derived
J.T. O'Sullivan,QB,California-Davis,2002,4.22,7,4.88,29.0,107.0,4.28,7.46,,74.0,223.0,OSulJ.00,nflverse-combine-derived
John Owens,TE,Notre Dame,2002,5.09,6,4.77,38.5,117.0,,,21.0,75.0,265.0,OwenJo00,nflverse-combine-derived
Justin Peelle,TE,Oregon,2002,4.59,8,4.75,29.0,110.0,4.29,7.34,21.0,76.0,255.0,PeelJu00,nflverse-combine-derived
Adrian Peterson,RB,Georgia Southern,2002,4.3,8,4.68,34.0,119.0,4.6,7.59,14.0,70.0,214.0,PeteAd00,nflverse-combine-derived
Brian Poli-Dixon,WR,UCLA,2002,7.08,3,4.48,,,,,,77.0,210.0,,nflverse-combine-derived
Clinton Portis,RB,Miami (FL),2002,5.65,3,4.42,,,,,,71.0,204.0,PortCl00,nflverse-combine-derived
Patrick Ramsey,QB,Tulane,2002,4.74,7,5.24,33.5,112.0,4.09,7.12,,74.0,219.0,RamsPa00,nflverse-combine-derived
Pete Rebstock,WR,Colorado State,2002,4.24,3,4.5,,,,,,69.0,190.0,,nflverse-combine-derived
Tellis Redmon,RB,Minnesota,2002,5.24,8,4.61,32.0,113.0,4.14,7.08,20.0,71.0,210.0,,nflverse-combine-derived
Josh Reed,WR,LSU,2002,4.97,3,4.54,,,,,,70.0,210.0,ReedJo01,nflverse-combine-derived
Robert Royal,TE,LSU,2002,4.34,8,4.97,31.0,114.0,4.27,7.37,14.0,77.0,253.0,RoyaRo00,nflverse-combine-derived
Cliff Russell,WR,Utah,2002,5.32,3,4.36,,,,,,71.0,185.0,RussCl00,nflverse-combine-derived
Jake Schifino,WR,Akron,2002,5.66,3,4.49,,,,,,73.0,200.0,SchiJa20,nflverse-combine-derived
Matt Schobel,TE,TCU,2002,4.91,3,,34.5,,,,,77.0,263.0,SchoMa00,nflverse-combine-derived
Josh Scobey,RB,Kansas State,2002,6.88,8,4.42,40.5,124.0,3.93,6.96,21.0,71.0,218.0,ScobJo00,nflverse-combine-derived
Jeremy Shockey,TE,Miami (FL),2002,5.36,3,4.64,,,,,,77.0,255.0,ShocJe00,nflverse-combine-derived
Derek Smith,TE,Kentucky,2002,4.16,8,4.9,28.5,112.0,4.38,7.46,16.0,76.0,271.0,,nflverse-combine-derived
Charles Stackhouse,RB,Mississippi,2002,4.56,8,4.93,29.0,111.0,4.53,7.63,20.0,74.0,252.0,StacCh00,nflverse-combine-derived
Luke Staley,RB,BYU,2002,6.94,3,4.42,,,,,,73.0,227.0,,nflverse-combine-derived
Donte' Stallworth,WR,Tennessee,2002,6.71,3,4.22,,,,,,72.0,197.0,StalDo00,nflverse-combine-derived
Travis Stephens,RB,Tennessee,2002,4.1,6,4.6,32.0,121.0,,,15.0,68.0,194.0,StepTr01,nflverse-combine-derived
Jerramy Stevens,TE,Washington,2002,5.87,3,4.77,,,,,,79.0,265.0,StevJe00,nflverse-combine-derived
Lawrence Story,WR,Jackson State,2002,5.17,7,4.63,33.5,114.0,4.16,7.06,,77.0,205.0,,nflverse-combine-derived
Tim Stratton,TE,Purdue,2002,2.69,6,4.97,27.0,101.0,,,15.0,76.0,251.0,,nflverse-combine-derived
T.C. Taylor,WR,Jackson State,2002,4.29,7,4.69,31.0,114.0,4.25,7.59,,76.0,219.0,,nflverse-combine-derived
Chester Taylor,RB,Toledo,2002,5.02,6,4.58,33.0,114.0,,,22.0,71.0,213.0,TaylCh01,nflverse-combine-derived
Lew Thomas,RB,Vanderbilt,2002,5.33,8,4.59,36.0,115.0,4.21,6.87,17.0,69.0,210.0,,nflverse-combine-derived
Ryan Tolhurst,WR,Richmond,2002,6.15,7,4.49,38.0,123.0,3.88,6.65,,71.0,196.0,,nflverse-combine-derived
Marquise Walker,WR,Michigan,2002,5.83,3,4.63,,,,,,74.0,219.0,,nflverse-combine-derived
Javon Walker,WR,Florida State,2002,6.88,7,4.38,39.5,128.0,4.05,6.86,,75.0,210.0,WalkJa00,nflverse-combine-derived
Jonathan Wells,RB,Ohio State,2002,7.1,3,4.52,,,,,,73.0,243.0,WellJo00,nflverse-combine-derived
Brian Westbrook,RB,Villanova,2002,5.39,7,4.57,37.0,118.0,,7.09,26.0,68.0,200.0,WestBr00,nflverse-combine-derived
Levron Williams,RB,Indiana,2002,5.94,4,4.66,,,,,16.0,75.0,224.0,,nflverse-combine-derived
Ricky Williams,RB,Texas Tech,2002,3.87,6,4.47,32.5,110.0,,,19.0,67.0,190.0,WillRi01,nflverse-combine-derived
Tracey Wistrom,TE,Nebraska,2002,5.0,8,4.92,33.5,116.0,4.1,7.09,17.0,76.0,245.0,,nflverse-combine-derived
Greg Zolman,QB,Vanderbilt,2002,5.18,7,4.93,34.0,112.0,4.14,7.08,,74.0,220.0,,nflverse-combine-derived
Sam Aiken,WR,North Carolina,2003,5.45,6,4.59,39.5,121.0,,7.22,,74.0,209.0,AikeSa00,nflverse-combine-derived
Paul Arnold,WR,Washington,2003,6.49,7,4.53,40.5,131.0,4.11,6.84,,73.0,213.0,,nflverse-combine-derived
B.J. Askew,RB,Michigan,2003,7.09,3,4.6,,,,,,74.0,241.0,AskeB.00,nflverse-combine-derived
Brad Banks,QB,Iowa,2003,4.0,5,4.67,33.5,112.0,,,,71.0,201.0,,nflverse-combine-derived
Arnaz Battle,WR,Notre Dame,2003,5.7,7,4.58,35.0,117.0,4.06,6.74,,73.0,217.0,BattAr00,nflverse-combine-derived
Santonio Beard,RB,Alabama,2003,5.28,5,4.62,31.5,119.0,,,,72.0,222.0,,nflverse-combine-derived
Ronald Bellamy,WR,Michigan,2003,4.53,7,4.57,30.5,119.0,4.1,7.38,,72.0,208.0,BellRo00,nflverse-combine-derived
Sean Berton,TE,North Carolina State,2003,4.41,7,5.02,31.0,107.0,4.35,7.18,,76.0,279.0,BertSe00,nflverse-combine-derived
Josh Blankenship,QB,Tulsa,2003,3.16,7,5.16,28.5,103.0,4.42,7.59,,74.0,211.0,,nflverse-combine-derived
Anquan Boldin,WR,Florida State,2003,4.16,7,4.72,33.5,114.0,4.33,7.35,,73.0,216.0,BoldAn00,nflverse-combine-derived
Kyle Boller,QB,California,2003,6.29,7,4.61,35.5,117.0,4.02,7.2,,75.0,234.0,BollKy00,nflverse-combine-derived
Chris Brown,RB,Colorado,2003,7.21,3,4.46,,,,,,75.0,220.0,BrowCh03,nflverse-combine-derived
D. Bryant,QB,Duke,2003,4.94,7,4.73,35.5,114.0,4.4,7.36,,74.0,218.0,,nflverse-combine-derived
Jamal Burke,WR,Boston Col.,2003,5.02,7,4.56,36.0,119.0,4.13,7.2,,72.0,204.0,,nflverse-combine-derived
Nate Burleson,WR,Nevada,2003,5.95,7,4.51,42.5,126.0,4.16,6.96,,72.0,197.0,BurlNa00,nflverse-combine-derived
Mike Bush,WR,Washington State,2003,4.54,6,4.7,,115.0,4.28,7.42,,77.0,198.0,,nflverse-combine-derived
Tyrone Calico,WR,Middle Tennessee State,2003,6.97,7,4.34,38.0,127.0,4.26,6.73,,76.0,223.0,CaliTy00,nflverse-combine-derived
Kerry Carter,RB,Stanford,2003,5.89,8,4.61,36.0,118.0,4.39,7.29,20.0,74.0,238.0,CartKe01,nflverse-combine-derived
Dallas Clark,TE,Iowa,2003,5.35,5,4.65,37.5,123.0,,,,75.0,257.0,ClarDa00,nflverse-combine-derived
Avon Cobourne,RB,West Virginia,2003,4.46,8,4.7,31.5,112.0,4.18,7.21,21.0,67.0,205.0,CoboAv00,nflverse-combine-derived
Dan Curley,TE,East. Washington,2003,4.88,8,4.63,35.5,118.0,4.53,7.47,17.0,76.0,254.0,CurlDa20,nflverse-combine-derived
Kevin Curtis,WR,Utah State,2003,5.72,7,4.42,36.0,122.0,3.99,6.76,,71.0,186.0,CurtKe00,nflverse-combine-derived
Chris Davis,RB,Syracuse,2003,5.78,8,4.56,38.5,116.0,4.37,7.25,21.0,71.0,235.0,DaviCh24,nflverse-combine-derived
Dahrran Diedrick,RB,Nebraska,2003,5.47,8,4.62,37.0,117.0,4.44,7.32,19.0,72.0,228.0,DiedDa20,nflverse-combine-derived
Ken Dorsey,QB,Miami (FL),2003,5.37,3,4.7,,,,,,77.0,208.0,DorsKe00,nflverse-combine-derived
Brandon Drumm,RB,Colorado,2003,5.43,8,4.71,32.5,113.0,4.29,7.18,21.0,73.0,233.0,,nflverse-combine-derived
LaTarence Dunbar,WR,TCU,2003,4.34,7,4.52,34.0,122.0,4.35,7.41,,71.0,196.0,DunbLa20,nflverse-combine-derived
Terrence Edwards,WR,Georgia,2003,4.54,3,4.5,,,,,,72.0,176.0,EdwaTe00,nflverse-combine-derived
Justin Fargas,RB,USC,2003,7.55,5,4.35,,137.0,,,27.0,73.0,219.0,FargJu00,nflverse-combine-derived
Doug Gabriel,WR,Central Florida,2003,5.43,7,4.52,35.5,116.0,4.16,7.05,,74.0,213.0,GabrDo00,nflverse-combine-derived
Justin Gage,WR,Missouri,2003,7.22,3,4.45,,,,,,76.0,217.0,GageJu00,nflverse-combine-derived
Ahmaad Galloway,RB,Alabama,2003,5.71,4,4.65,,,,,22.0,72.0,223.0,,nflverse-combine-derived
Talman Gardner,WR,Florida State,2003,4.44,7,4.44,34.5,116.0,4.43,7.54,,73.0,205.0,GardTa00,nflverse-combine-derived
Jason Gesser,QB,Washington State,2003,3.39,3,4.87,,,,,,73.0,205.0,,nflverse-combine-derived
Earnest Graham,RB,Florida,2003,5.43,4,4.5,,,,,22.0,69.0,225.0,GrahEa00,nflverse-combine-derived
Quentin Griffin,RB,Oklahoma,2003,5.45,7,4.48,38.0,123.0,4.08,,21.0,67.0,195.0,GrifQu00,nflverse-combine-derived
Justin Griffith,RB,Mississippi State,2003,4.76,8,4.59,32.0,113.0,4.68,7.73,29.0,71.0,232.0,GrifJu00,nflverse-combine-derived
Rex Grossman,QB,Florida,2003,3.19,3,5.06,,,,,,73.0,217.0,GrosRe00,nflverse-combine-derived
Dwone Hicks,RB,Middle Tennessee State,2003,5.28,8,4.6,34.0,115.0,4.42,7.38,29.0,70.0,222.0,HickDw20,nflverse-combine-derived
Zach Hilton,TE,North Carolina,2003,5.69,8,4.83,35.0,112.0,4.33,7.26,24.0,80.0,262.0,HiltZa00,nflverse-combine-derived
Ryan Hoag,WR,Gustavus Adolphus,2003,6.4,7,4.51,38.0,125.0,3.95,6.72,,74.0,200.0,,nflverse-combine-derived
Keenan Howry,WR,Oregon,2003,3.57,7,4.56,31.5,114.0,4.28,7.34,,70.0,178.0,HowrKe00,nflverse-combine-derived
Taylor Jacobs,WR,Florida,2003,5.94,3,4.42,,,,,,72.0,205.0,JacoTa00,nflverse-combine-derived
Andre Johnson,WR,Miami (FL),2003,7.21,5,4.41,39.0,132.0,,,,74.0,230.0,JohnAn02,nflverse-combine-derived
Bethel Johnson,WR,Texas A&M,2003,5.94,5,4.38,38.5,127.0,,,,71.0,201.0,JohnBe00,nflverse-combine-derived
Bryant Johnson,WR,Penn State,2003,5.98,3,4.57,,,,,,74.0,214.0,JohnBr02,nflverse-combine-derived
Jeremi Johnson,RB,Indiana,2003,4.26,6,4.9,29.0,103.0,,,20.0,71.0,260.0,JohnJe00,nflverse-combine-derived
Larry Johnson,RB,Penn State,2003,6.29,4,4.45,,,,,19.0,73.0,228.0,JohnLa00,nflverse-combine-derived
Robert Johnson,TE,Auburn,2003,5.13,8,4.96,33.5,115.0,4.47,7.15,18.0,78.0,278.0,JohnRo04,nflverse-combine-derived
Teyo Johnson,WR,Stanford,2003,6.66,4,4.61,33.5,,,,,77.0,247.0,JohnTe00,nflverse-combine-derived
Bennie Joppru,TE,Michigan,2003,4.24,6,4.78,30.5,109.0,,,19.0,76.0,272.0,JoppBe00,nflverse-combine-derived
Kareem Kelly,WR,USC,2003,4.76,7,4.42,35.0,125.0,4.24,7.51,,72.0,186.0,,nflverse-combine-derived
Kliff Kingsbury,QB,Texas Tech,2003,5.03,7,4.77,30.0,101.0,4.1,6.92,,75.0,213.0,KingKl00,nflverse-combine-derived
